Nom de la borne de recharge,Nom du parc,Rue,Suite,Ville,Code Postal,Niveau de recharge,Latitude,Longitude,Coût,Mode de tarification,Type d’emplacement,Puissance (kW),Catégorie puissance
CEA-11452,10001 | BSR | ANJ | 7070 Jean-Talon,7070 rue Jean-Talon Est,,Montréal,H1M 3T4,Niveau 2,45.597136,-73.56931,1.0,par heure,sur rue,6.2,Lente
CEA-13733,17031 | BSR | VER | 1185 Hickson,1185 Hickson,,Montréal,H4G 2L3,Niveau 2,45.46551135,-73.57953322,1.0,par heure,,6.2,Lente
CEA-12832,17032 | BBHR | VER | 1028 Avenue Brown : Parc Wilson,"1028, Avenue Brown",,Montréal,H4H 2A8,Niveau 2,45.44843028475453,-73.5782804121789,1.0,par heure,,6.2,Lente
CEA-12835,17032 | BBHR | VER | 1028 Avenue Brown : Parc Wilson,"1028, Avenue Brown",,Montréal,H4H 2A8,Niveau 2,45.44843028475453,-73.5782804121789,1.0,par heure,,6.2,Lente
CEA-14509,17033 | BSR | VER | 301 Chemin du club Marin,301 Chemin du club Marin,,Montréal,H3E 1V9,Niveau 2,45.459159,-73.555049,1.0,par heure,,6.2,Lente
CEA-14508,17033 | BSR | VER | 301 Chemin du club Marin,301 Chemin du club Marin,,Montréal,H3E 1V9,Niveau 2,45.459159,-73.555049,1.0,par heure,,6.2,Lente
CEA-14582,17033 | BSR | VER | 301 Chemin du club Marin,301 Chemin du club Marin,,Montréal,H3E 1V9,Niveau 2,45.459159,-73.555049,1.0,par heure,,6.2,Lente
CEA-15663,17033 | BSR | VER | 301 Chemin du club Marin,301 Chemin du club Marin,,Montréal,H3E 1V9,Niveau 2,45.459159,-73.555049,1.0,par heure,,6.2,Lente
CEA-14822,17036 | BSR | VER | 384 Desmarchais,"384, Boulevard Desmarchais",,Montréal,H4H 1S4,Niveau 2,45.454733,-73.571504,1.0,par heure,,7.2,Normale
CEA-14725,17036 | BSR | VER | 384 Desmarchais,"384, Boulevard Desmarchais",,Montréal,H4H 1S4,Niveau 2,45.454733,-73.571504,1.0,par heure,,7.2,Normale
CEA-15398,17036 | BSR | VER | 384 Desmarchais,"384, Boulevard Desmarchais",,Montréal,H4H 1S4,Niveau 2,45.454733,-73.571504,1.0,par heure,,7.2,Normale
CEA-13320,17081 | BBHR | VER | 790 Willibrord : Hôtel de ville,790 Rue Willibrord,,Montréal,H4G 2T9,Niveau 2,45.459464,-73.57435,1.0,par heure,,6.2,Lente
CEA-12620,17081 | BBHR | VER | 790 Willibrord : Hôtel de ville,790 Rue Willibrord,,Montréal,H4G 2T9,Niveau 2,45.459464,-73.57435,1.0,par heure,,6.2,Lente
CEA-11226,18001 | BSR | PIRO | 10 du Centre Commercial,10 Centre commercial,,Montréal,H8Y 2N9,Niveau 2,45.509605,-73.806766,1.0,par heure,sur rue,6.2,Lente
CEA-11214,18001 | BSR | PIRO | 10 du Centre Commercial,10 Centre commercial,,Montréal,H8Y 2N9,Niveau 2,45.509605,-73.806766,1.0,par heure,sur rue,6.2,Lente
CEA-12108,18002 | BSR | PIRO | 14899 Oakwood – Parc Alexander,14899 Oakwood – Parc Alexander,,Montréal,H9H 1Y1,Niveau 2,45.475098,-73.855513,1.0,par heure,,6.2,Lente
CEA-12117,18002 | BSR | PIRO | 14899 Oakwood – Parc Alexander,14899 Oakwood – Parc Alexander,,Montréal,H9H 1Y1,Niveau 2,45.475098,-73.855513,1.0,par heure,,6.2,Lente
CEA-10167,18003 | BBHR | PIRO | 155 rue Rose - Parc des Anciens Combattants,155 rue Rose - Parc des Anciens Combattants,,Montréal,H8Y 2B8,Niveau 2,45.509098,-73.783313,1.0,par heure,sur rue,6.2,Lente
CEA-12298,18004 | BSR | PIRO | 20099 Gouin O. - Parc nature Cap St-Jacques,20099 Gouin O.,,Montréal,H9K 1C6,Niveau 2,45.461711,-73.939758,1.0,par heure,sur rue,6.2,Lente
CEA-12304,18004 | BSR | PIRO | 20099 Gouin O. - Parc nature Cap St-Jacques,20099 Gouin O.,,Montréal,H9K 1C6,Niveau 2,45.461711,-73.939758,1.0,par heure,sur rue,6.2,Lente
CEA-12105,18005 | BSR | PIRO | 9432 Boul. Gouin O. - Parc Nature Bois de Liesse,9432 Boul. Gouin O.,,Montréal,H8Y 1T4,Niveau 2,45.506864,-73.763468,1.0,par heure,sur rue,6.2,Lente
CEA-12113,18005 | BSR | PIRO | 9432 Boul. Gouin O. - Parc Nature Bois de Liesse,9432 Boul. Gouin O.,,Montréal,H8Y 1T4,Niveau 2,45.506864,-73.763468,1.0,par heure,sur rue,6.2,Lente
CEA-10158,18005 | BSR | PIRO | 9432 Boul. Gouin O. - Parc Nature Bois de Liesse,9432 Boul. Gouin O.,,Montréal,H8Y 1T4,Niveau 2,45.506864,-73.763468,1.0,par heure,sur rue,6.2,Lente
CEA-10155,18005 | BSR | PIRO | 9432 Boul. Gouin O. - Parc Nature Bois de Liesse,9432 Boul. Gouin O.,,Montréal,H8Y 1T4,Niveau 2,45.506864,-73.763468,1.0,par heure,sur rue,6.2,Lente
CEA-13506,18006 | BSR | PIRO | 9625 Gouin,9625 Gouin ,,Montréal,H8Y 1R4,Niveau 2,45.50418273,-73.7817353,1.0,par heure,,6.2,Lente
CEA-13489,18006 | BSR | PIRO | 9625 Gouin,9625 Gouin ,,Montréal,H8Y 1R4,Niveau 2,45.50418273,-73.7817353,1.0,par heure,,6.2,Lente
CEA-13508,18007 | BSR | PIRO | 519 Rive Boisé,519 Rive Boisé,,Montréal,H8Z 2Y4,Niveau 2,45.49909465,-73.85332135,1.0,par heure,,6.2,Lente
CEA-13512,18007 | BSR | PIRO | 519 Rive Boisé,519 Rive Boisé,,Montréal,H8Z 2Y4,Niveau 2,45.49909465,-73.85332135,1.0,par heure,,6.2,Lente
CEA-13517,18007 | BSR | PIRO | 519 Rive Boisé,519 Rive Boisé,,Montréal,H8Z 2Y4,Niveau 2,45.49909465,-73.85332135,1.0,par heure,,6.2,Lente
CEA-13514,18007 | BSR | PIRO | 519 Rive Boisé,519 Rive Boisé,,Montréal,H8Z 2Y4,Niveau 2,45.49909465,-73.85332135,1.0,par heure,,6.2,Lente
CEA-15421,18008 | BSR | PIRO | 4820 Jolicoeur,"4820, Rue Jolicoeur",,Montréal,H9H 5H1,Niveau 2,45.4882319,-73.8520686,1.0,par heure,,6.2,Lente
CEA-15422,18008 | BSR | PIRO | 4820 Jolicoeur,"4820, Rue Jolicoeur",,Montréal,H9H 5H1,Niveau 2,45.4882319,-73.8520686,1.0,par heure,,6.2,Lente
CEA-14910,18008 | BSR | PIRO | 4820 Jolicoeur,"4820, Rue Jolicoeur",,Montréal,H9H 5H1,Niveau 2,45.4882319,-73.8520686,1.0,par heure,,6.2,Lente
CEA-14904,18008 | BSR | PIRO | 4820 Jolicoeur,"4820, Rue Jolicoeur",,Montréal,H9H 5H1,Niveau 2,45.4882319,-73.8520686,1.0,par heure,,6.2,Lente
CEA-10112,18080 | BBHR | PIRO | 13665 de Pierrefonds : Mairie de Pierrefonds-Rox,13665 Boul. de Pierrefonds,,Montréal,H9A 2Z4,Niveau 2,45.49547,-73.848823,1.0,par heure,,6.2,Lente
CEA-103,18080 | BBHR | PIRO | 13665 de Pierrefonds : Mairie de Pierrefonds-Rox,13665 Boul. de Pierrefonds,,Montréal,H9A 2Z4,Niveau 2,45.49547,-73.848823,1.0,par heure,,6.2,Lente
CEA-11513,18081 | BBHR | PIRO | 4600 des Cageux : Parc Grier,4600 rue des Cageux,,Montréal,H9J 3R4,Niveau 2,45.458325,-73.88109,1.0,par heure,,6.2,Lente
CEA-12982,19002 | BSR | IBSG | 186 avenue du manoir,186 avenue du manoir,,Montréal,H9C 1V2,Niveau 2,45.488672,-73.87451,1.0,par heure,sur rue,6.2,Lente
CEA-13113,19002 | BSR | IBSG | 186 avenue du manoir,186 avenue du manoir,,Montréal,H9C 1V2,Niveau 2,45.488672,-73.87451,1.0,par heure,sur rue,6.2,Lente
CEA-13802,19003 | BSR | IBSG | 439 rue Closse,439 rue Closse,,Montréal,H9C 1Y7,Niveau 2,45.49246293,-73.87141497,1.0,par heure,,6.2,Lente
CEA-13805,19003 | BSR | IBSG | 439 rue Closse,439 rue Closse,,Montréal,H9C 1Y7,Niveau 2,45.49246293,-73.87141497,1.0,par heure,,6.2,Lente
CEA-13847,19004 | BSR | IBSG | 475 Place Blaise,475 Place Blaise,,Montréal,H9C 1Y8,Niveau 2,45.49447748,-73.87320391,1.0,par heure,,6.2,Lente
CEA-13810,19004 | BSR | IBSG | 475 Place Blaise,475 Place Blaise,,Montréal,H9C 1Y8,Niveau 2,45.49447748,-73.87320391,1.0,par heure,,6.2,Lente
CEA-14603,19005 | BSR | IBSG | 21 rue Gatien-Claude,"21, Rue Gatien-Claude",,Montréal,H9H 4T5,Niveau 2,45.477755744289865,-73.8734893805024,1.0,par heure,,6.2,Lente
CEA-14584,19005 | BSR | IBSG | 21 rue Gatien-Claude,"21, Rue Gatien-Claude",,Montréal,H9H 4T5,Niveau 2,45.477755744289865,-73.8734893805024,1.0,par heure,,6.2,Lente
CEA-15439,19006 - 5 St-Georges,"5, Place Saint Georges",,Montréal,H3Y 2L2,Niveau 2,45.47975,-73.60835,1.0,par heure,,7.2,Normale
CEA-15435,19006 - 5 St-Georges,"5, Place Saint Georges",,Montréal,H3Y 2L2,Niveau 2,45.47975,-73.60835,1.0,par heure,,7.2,Normale
CEA-14911,19007 | BSR | IBSG | 16154 Wilfrid-Boileau,16154 Wilfrid-Boileau,,Montréal,H9H 1G6,Niveau 2,45.47731019698928,-73.87156091761409,1.0,par heure,,6.2,Lente
CEA-14918,19007 | BSR | IBSG | 16154 Wilfrid-Boileau,16154 Wilfrid-Boileau,,Montréal,H9H 1G6,Niveau 2,45.47731019698928,-73.87156091761409,1.0,par heure,,6.2,Lente
CEA-10568,19080 | BBHR | IBSG | 500 Montée de l’Église - Bibliothèque Île-Bizard,500 Montée de l'Église - Bibliothèque Île-Bizard,,Montréal,H9C 1G9,Niveau 2,45.488525,-73.881924,1.0,par heure,,6.2,Lente
CEA-11802,19080 | BBHR | IBSG | 500 Montée de l’Église - Bibliothèque Île-Bizard,500 Montée de l'Église - Bibliothèque Île-Bizard,,Montréal,H9C 1G9,Niveau 2,45.488525,-73.881924,1.0,par heure,,6.2,Lente
CEA-10341,2001 | BSR | VSMPE | 622 Jarry O,622 rue Jarry O,,Montréal,H3N 1G2,Niveau 2,45.531226,-73.635681,1.0,par heure,sur rue,6.2,Lente
CEA-10354,2001 | BSR | VSMPE | 622 Jarry O,622 rue Jarry O,,Montréal,H3N 1G2,Niveau 2,45.531226,-73.635681,1.0,par heure,sur rue,6.2,Lente
CEA-10367,2003 | BSR | VSMPE | 7501 rue St-Denis,7501 rue St-Denis,,Montréal,H2R 2E7,Niveau 2,45.540232,-73.620191,1.0,par heure,sur rue,6.2,Lente
CEA-10366,2003 | BSR | VSMPE | 7501 rue St-Denis,7501 rue St-Denis,,Montréal,H2R 2E7,Niveau 2,45.540232,-73.620191,1.0,par heure,sur rue,6.2,Lente
CEA-10357,2004 | BSR | VSMPE | 299 Jean-Talon E,299 rue Jean-Talon E,,Montréal,H2R 1S9,Niveau 2,45.536993,-73.615789,1.0,par heure,sur rue,6.2,Lente
CEA-10965,2004 | BSR | VSMPE | 299 Jean-Talon E,299 rue Jean-Talon E,,Montréal,H2R 1S9,Niveau 2,45.536993,-73.615789,1.0,par heure,sur rue,6.2,Lente
CEA-10726,2005 | BSR | VSMPE | 7218 Lajeunesse,7218 Lajeunesse,,Montréal,H2R 2H4,Niveau 2,45.539609,-73.614262,1.0,par heure,sur rue,6.2,Lente
CEA-10387,2005 | BSR | VSMPE | 7218 Lajeunesse,7218 Lajeunesse,,Montréal,H2R 2H4,Niveau 2,45.539609,-73.614262,1.0,par heure,sur rue,6.2,Lente
CEA-10353,2006 | BSR | VSMPE | 8106 Casgrain,8106 Avenue Casgrain ,,Montréal,H2P 2K5,Niveau 2,45.540098,-73.63097,1.0,par heure,sur rue,6.2,Lente
CEA-10385,2006 | BSR | VSMPE | 8106 Casgrain,8106 Avenue Casgrain ,,Montréal,H2P 2K5,Niveau 2,45.540098,-73.63097,1.0,par heure,sur rue,6.2,Lente
CEA-10362,2007 | BSR | VSMPE | 2225 Jean-Talon E,2225 rue Jean-Talon E,,Montréal,H2E 1V5,Niveau 2,45.55101,-73.604473,1.0,par heure,sur rue,6.2,Lente
CEA-10364,2007 | BSR | VSMPE | 2225 Jean-Talon E,2225 rue Jean-Talon E,,Montréal,H2E 1V5,Niveau 2,45.55101,-73.604473,1.0,par heure,sur rue,6.2,Lente
CEA-10365,2008 | BSR | VSMPE | 10 Villeray,10 Rue Villeray,,Montréal,H2R 1E8,Niveau 2,45.537317,-73.624953,1.0,par heure,sur rue,6.2,Lente
CEA-10453,2008 | BSR | VSMPE | 10 Villeray,10 Rue Villeray,,Montréal,H2R 1E8,Niveau 2,45.537317,-73.624953,1.0,par heure,sur rue,6.2,Lente
CEA-10856,2009 | BSR | VSMPE | 8074 St-Hubert,8074 St-Hubert,,Montréal,H2R 2P3,Niveau 2,45.546225,-73.626042,1.0,par heure,sur rue,6.2,Lente
CEA-10857,2009 | BSR | VSMPE | 8074 St-Hubert,8074 St-Hubert,,Montréal,H2R 2P3,Niveau 2,45.546225,-73.626042,1.0,par heure,sur rue,6.2,Lente
CEA-10701,2010 | BSR | VSMPE | 15 Liège E,15A Liege E,,Montréal,H2P 1H8,Niveau 2,45.541019,-73.63746,1.0,par heure,sur rue,6.2,Lente
CEA-10702,2010 | BSR | VSMPE | 15 Liège E,15A Liege E,,Montréal,H2P 1H8,Niveau 2,45.541019,-73.63746,1.0,par heure,sur rue,6.2,Lente
CEA-10262,2011 | BSR | VSMPE | 625 Liege O,625 Liege O,,Montréal,H3N 1A7,Niveau 2,45.532997,-73.642027,1.0,par heure,sur rue,6.2,Lente
CEA-10863,2011 | BSR | VSMPE | 625 Liege O,625 Liege O,,Montréal,H3N 1A7,Niveau 2,45.532997,-73.642027,1.0,par heure,sur rue,6.2,Lente
CEA-10706,2012 | BSR | VSMPE | 4085A Bélanger,4085 rue Belanger,,Montréal,H1X 1B9,Niveau 2,45.56475,-73.58761,1.0,par heure,sur rue,6.2,Lente
CEA-10691,2012 | BSR | VSMPE | 4085A Bélanger,4085 rue Belanger,,Montréal,H1X 1B9,Niveau 2,45.56475,-73.58761,1.0,par heure,sur rue,6.2,Lente
CEA-10865,2013 | BSR | VSMPE | 917 Jean-Talon,917 Jean-Talon O,,Montréal,H3N 1S7,Niveau 2,45.525363,-73.625658,1.0,par heure,sur rue,6.2,Lente
CEA-10964,2013 | BSR | VSMPE | 917 Jean-Talon,917 Jean-Talon O,,Montréal,H3N 1S7,Niveau 2,45.525363,-73.625658,1.0,par heure,sur rue,6.2,Lente
CEA-10693,2014 | BSR | VSMPE | 6961 des Écores,6961 Des Écores,,Montréal,H2E 2V7,Niveau 2,45.551028,-73.59977,1.0,par heure,sur rue,6.2,Lente
CEA-10700,2014 | BSR | VSMPE | 6961 des Écores,6961 Des Écores,,Montréal,H2E 2V7,Niveau 2,45.551028,-73.59977,1.0,par heure,sur rue,6.2,Lente
CEA-10699,2015 | BSR | VSMPE | 7140 Bordeaux,7140 Rue de Bordeaux,,Montréal,H2E 2M3,Niveau 2,45.549552,-73.60523,1.0,par heure,sur rue,6.2,Lente
CEA-10613,2015 | BSR | VSMPE | 7140 Bordeaux,7140 Rue de Bordeaux,,Montréal,H2E 2M3,Niveau 2,45.549552,-73.60523,1.0,par heure,sur rue,6.2,Lente
CEA-10760,2016 | BSR | VSMPE | 630 Jean-Talon O,630 Jean-Talon O,,Montréal,H3N 1R7,Niveau 2,45.527574,-73.62377,1.0,par heure,sur rue,6.2,Lente
CEA-10728,2016 | BSR | VSMPE | 630 Jean-Talon O,630 Jean-Talon O,,Montréal,H3N 1R7,Niveau 2,45.527574,-73.62377,1.0,par heure,sur rue,6.2,Lente
CEA-10653,2017 | BSR | VSMPE | 7877 Foucher,7877 Foucher,,Montréal,H2R 2K8,Niveau 2,45.544025,-73.624583,1.0,par heure,sur rue,6.2,Lente
CEA-10638,2018 | BSR | VSMPE | 8498 Châteaubriand,8498 Avenue De Chateaubriand,,Montréal,H2P 2A3,Niveau 2,45.547498,-73.63325,1.0,par heure,sur rue,6.2,Lente
CEA-10770,2018 | BSR | VSMPE | 8498 Châteaubriand,8498 Avenue De Chateaubriand,,Montréal,H2P 2A3,Niveau 2,45.547498,-73.63325,1.0,par heure,sur rue,6.2,Lente
CEA-10566,2020 | BSR | VSMPE | 7151 St-Dominique,7151A St-Dominique,,Montréal,H2R 1X3,Niveau 2,45.535353,-73.61758,1.0,par heure,sur rue,6.2,Lente
CEA-10599,2020 | BSR | VSMPE | 7151 St-Dominique,7151A St-Dominique,,Montréal,H2R 1X3,Niveau 2,45.535353,-73.61758,1.0,par heure,sur rue,6.2,Lente
CEA-10737,2022 | BSR | VSMPE | 3232 Bélanger,3232 Rue Bélanger,,Montréal,H1Y 3H5,Niveau 2,45.556924,-73.59442,1.0,par heure,sur rue,6.2,Lente
CEA-10643,2022 | BSR | VSMPE | 3232 Bélanger,3232 Rue Bélanger,,Montréal,H1Y 3H5,Niveau 2,45.556924,-73.59442,1.0,par heure,sur rue,6.2,Lente
CEA-10761,2023 | BSR | VSMPE | 8630 Berri,8630 Rue Berri,,Montréal,H2P 2G4,Niveau 2,45.545698,-73.63738,1.0,par heure,sur rue,6.2,Lente
CEA-10742,2023 | BSR | VSMPE | 8630 Berri,8630 Rue Berri,,Montréal,H2P 2G4,Niveau 2,45.545698,-73.63738,1.0,par heure,sur rue,6.2,Lente
CEA-10740,2024 | BSR | VSMPE | 7200 Hutchison,7200 Hutchison,,Montréal,H3N 1Z2,Niveau 2,45.529826,-73.62305,1.0,par heure,sur rue,6.2,Lente
CEA-10569,2024 | BSR | VSMPE | 7200 Hutchison,7200 Hutchison,,Montréal,H3N 1Z2,Niveau 2,45.529826,-73.62305,1.0,par heure,sur rue,6.2,Lente
CEA-10749,2025 | BSR | VSMPE | 7352 Drolet,7352A Drolet,,Montréal,H2R 2C4,Niveau 2,45.538645,-73.618645,1.0,par heure,sur rue,6.2,Lente
CEA-10725,2025 | BSR | VSMPE | 7352 Drolet,7352A Drolet,,Montréal,H2R 2C4,Niveau 2,45.538645,-73.618645,1.0,par heure,sur rue,6.2,Lente
CEA-10727,2026 | BSR | VSMPE | 151 Castelnau,151 Castelnau,,Montréal,H2R 1P3,Niveau 2,45.536733,-73.61896,1.0,par heure,sur rue,6.2,Lente
CEA-10758,2026 | BSR | VSMPE | 151 Castelnau,151 Castelnau,,Montréal,H2R 1P3,Niveau 2,45.536733,-73.61896,1.0,par heure,sur rue,6.2,Lente
CEA-11304,2027 | BSR | VSMPE | 7187 St-Hubert,7187 St-Hubert,,Montréal,H2R 2N2,Niveau 2,45.54103,-73.61374,1.0,par heure,,6.2,Lente
CEA-11290,2027 | BSR | VSMPE | 7187 St-Hubert,7187 St-Hubert,,Montréal,H2R 2N2,Niveau 2,45.54103,-73.61374,1.0,par heure,,6.2,Lente
CEA-11245,2028 | BSR | VSMPE | 405 Guizot,405 Rue Guizot E,,Montréal,H2P 1M8,Niveau 2,45.543788,-73.632248,1.0,par heure,sur rue,6.2,Lente
CEA-10795,2028 | BSR | VSMPE | 405 Guizot,405 Rue Guizot E,,Montréal,H2P 1M8,Niveau 2,45.543788,-73.632248,1.0,par heure,sur rue,6.2,Lente
CEA-11350,2029 | BSR | VSMPE | 20 Guizot,20 rue Guizot Est,,Montréal,H2P 2L8,Niveau 2,45.540168,-73.634232,1.0,par heure,sur rue,6.2,Lente
CEA-11338,2029 | BSR | VSMPE | 20 Guizot,20 rue Guizot Est,,Montréal,H2P 2L8,Niveau 2,45.540168,-73.634232,1.0,par heure,sur rue,6.2,Lente
CEA-11134,2030 | BSR | VSMPE | 7350 Garnier,7350 Garnier,,Montréal,H2E 3A3,Niveau 2,45.547512,-73.611812,1.0,par heure,sur rue,6.2,Lente
CEA-11442,2030 | BSR | VSMPE | 7350 Garnier,7350 Garnier,,Montréal,H2E 3A3,Niveau 2,45.547512,-73.611812,1.0,par heure,sur rue,6.2,Lente
CEA-11295,2031 | BSR | VSMPE | 3901 Jarry,3901 jarry E,,Montréal,H1Z 2G1,Niveau 2,45.569855,-73.604919,1.0,par heure,sur rue,6.2,Lente
CEA-11289,2031 | BSR | VSMPE | 3901 Jarry,3901 jarry E,,Montréal,H1Z 2G1,Niveau 2,45.569855,-73.604919,1.0,par heure,sur rue,6.2,Lente
CEA-11269,2032 | BSR | VSMPE | 9309 De Lille,9309 Rue de Lille,,Montréal,H1Z 2P4,Niveau 2,45.569295,-73.636234,1.0,par heure,,6.2,Lente
CEA-11135,2032 | BSR | VSMPE | 9309 De Lille,9309 Rue de Lille,,Montréal,H1Z 2P4,Niveau 2,45.569295,-73.636234,1.0,par heure,,6.2,Lente
CEA-11353,2033 | BSR | VSMPE | 7707 Shelley,7707 Shelley,,Montréal,H2A 1H6,Niveau 2,45.562171,-73.604732,1.0,par heure,sur rue,6.2,Lente
CEA-11340,2033 | BSR | VSMPE | 7707 Shelley,7707 Shelley,,Montréal,H2A 1H6,Niveau 2,45.562171,-73.604732,1.0,par heure,sur rue,6.2,Lente
CEA-11129,2034 | BSR | VSMPE | 6900 Parc,6900 Av du Parc,,Montréal,H3N 1W9,Niveau 2,45.529095,-73.618287,1.0,par heure,sur rue,6.2,Lente
CEA-11197,2034 | BSR | VSMPE | 6900 Parc,6900 Av du Parc,,Montréal,H3N 1W9,Niveau 2,45.529095,-73.618287,1.0,par heure,,6.2,Lente
CEA-11797,2035 | BSR | VSMPE | 227 Gary Carter,"227, Rue Gary-Carter",,Montréal,H2R 2V7,Niveau 2,45.53218887666503,-73.62482103103532,1.0,par heure,sur rue,6.2,Lente
CEA-11809,2035 | BSR | VSMPE | 227 Gary Carter,"227, Rue Gary-Carter",,Montréal,H2R 2V7,Niveau 2,45.53218887666503,-73.62482103103532,1.0,par heure,sur rue,6.2,Lente
CEA-12788,2035 | BSR | VSMPE | 227 Gary Carter,"227, Rue Gary-Carter",,Montréal,H2R 2V7,Niveau 2,45.53218887666503,-73.62482103103532,1.0,par heure,,6.2,Lente
CEA-12783,2035 | BSR | VSMPE | 227 Gary Carter,"227, Rue Gary-Carter",,Montréal,H2R 2V7,Niveau 2,45.53218887666503,-73.62482103103532,1.0,par heure,,6.2,Lente
CEA-11790,2036 | BSR | VSMPE | 9050 16e ave,9050 16e Avenue,,Montréal,H1Z 3P8,Niveau 2,45.574644,-73.625411,1.0,par heure,sur rue,6.2,Lente
CEA-11798,2036 | BSR | VSMPE | 9050 16e ave,9050 16e Avenue,,Montréal,H1Z 3P8,Niveau 2,45.574644,-73.625411,1.0,par heure,sur rue,6.2,Lente
CEA-12005,2037 | BSR | VSMPE | 7390 de la Roche,7390 de la Roche,,Montréal,H2R 1N4,Niveau 2,45.544624,-73.614553,1.0,par heure,sur rue,6.2,Lente
CEA-12012,2037 | BSR | VSMPE | 7390 de la Roche,7390 de la Roche,,Montréal,H2R 1N4,Niveau 2,45.544624,-73.614553,1.0,par heure,sur rue,6.2,Lente
CEA-12109,2038 | BSR | VSMPE | 8862 D’Iberville,8862 D'Iberville,,Montréal,H1Z 2P9,Niveau 2,45.566535,-73.626562,1.0,par heure,sur rue,6.2,Lente
CEA-12112,2038 | BSR | VSMPE | 8862 D’Iberville,8862 D'Iberville,,Montréal,H1Z 2P9,Niveau 2,45.566535,-73.626562,1.0,par heure,sur rue,6.2,Lente
CEA-12314,2039 | BSR | VSMPE | 8425 13e Ave,8425 13e Ave,,Montréal,H1Z 3K5,Niveau 2,45.567421,-73.614259,1.0,par heure,sur rue,6.2,Lente
CEA-12315,2039 | BSR | VSMPE | 8425 13e Ave,8425 13e Ave,,Montréal,H1Z 3K5,Niveau 2,45.567421,-73.614259,1.0,par heure,sur rue,6.2,Lente
CEA-11919,2040 | BSR | VSMPE | 8675 Saint-Dominique,8675 rue Saint-Dominique,,Montréal,H2P 2L7,Niveau 2,45.542238,-73.640132,1.0,par heure,sur rue,6.2,Lente
CEA-11917,2040 | BSR | VSMPE | 8675 Saint-Dominique,8675 rue Saint-Dominique,,Montréal,H2P 2L7,Niveau 2,45.542238,-73.640132,1.0,par heure,,6.2,Lente
CEA-12575,2041 | BSR | VSMPE | 7193 Boyer,7193 Boyer,,Montréal,H2R 1V5,Niveau 2,45.541929,-73.613367,1.0,par heure,,6.2,Lente
CEA-12528,2041 | BSR | VSMPE | 7193 Boyer,7193 Boyer,,Montréal,H2R 1V5,Niveau 2,45.541929,-73.613367,1.0,par heure,,6.2,Lente
CEA-12569,2042 | BSR | VSMPE | 1097 d’Anvers,1097 d’Anvers,,Montréal,H3N 2W5,Niveau 2,45.52889,-73.640851,1.0,par heure,,6.2,Lente
CEA-12522,2042 | BSR | VSMPE | 1097 d’Anvers,1097 d’Anvers,,Montréal,H3N 2W5,Niveau 2,45.52889,-73.640851,1.0,par heure,,6.2,Lente
CEA-12790,2043 | BSR | VSMPE | 408 Gounod,480 Gounod,,Montréal,H2R 2G2,Niveau 2,45.541983,-73.626037,1.0,par heure,,6.2,Lente
CEA-12823,2043 | BSR | VSMPE | 408 Gounod,480 Gounod,,Montréal,H2R 2G2,Niveau 2,45.541983,-73.626037,1.0,par heure,,6.2,Lente
CEA-12571,2044 | BSR | VSMPE | 2451 Villeray,"7719, Avenue Louis-Hébert",,Montréal,H2E 2Y1,Niveau 2,45.55628760894959,-73.60971584304775,1.0,par heure,,6.2,Lente
CEA-12564,2044 | BSR | VSMPE | 2451 Villeray,"7719, Avenue Louis-Hébert",,Montréal,H2E 2Y1,Niveau 2,45.55628760894959,-73.60971584304775,1.0,par heure,,6.2,Lente
CEA-12974,2045 | BSR | VSMPE | 8501 de Gaspé,8501 de Gaspé,,Montréal,H2P 1J3,Niveau 2,45.542533,-73.636793,1.0,par heure,,6.2,Lente
CEA-13105,2045 | BSR | VSMPE | 8501 de Gaspé,8501 de Gaspé,,Montréal,H2P 1J3,Niveau 2,45.542533,-73.636793,1.0,par heure,,6.2,Lente
CEA-13084,2046 | BSR | VSMPE | 7255 Alexandra,7255 Alexandra,,Montréal,H2R 2Y9,Niveau 2,45.533,-73.621508,1.0,par heure,sur rue,6.2,Lente
CEA-12801,2046 | BSR | VSMPE | 7255 Alexandra,7255 Alexandra,,Montréal,H2R 2Y9,Niveau 2,45.533,-73.621508,1.0,par heure,sur rue,6.2,Lente
CEA-12792,2046 | BSR | VSMPE | 7255 Alexandra,7255 Alexandra,,Montréal,H2R 2Y9,Niveau 2,45.533,-73.621508,1.0,par heure,sur rue,6.2,Lente
CEA-12826,2046 | BSR | VSMPE | 7255 Alexandra,7255 Alexandra,,Montréal,H2R 2Y9,Niveau 2,45.533,-73.621508,1.0,par heure,sur rue,6.2,Lente
CEA-13064,2047 | BSR | VSMPE | 4115 48e Rue - Parc Ovila-Legaré,"4115, 48e Rue",,Montréal,H1Z 3W3,Niveau 2,45.581199,-73.622511,1.0,par heure,,6.2,Lente
CEA-13085,2047 | BSR | VSMPE | 4115 48e Rue - Parc Ovila-Legaré,"4115, 48e Rue",,Montréal,H1Z 3W3,Niveau 2,45.581199,-73.622511,1.0,par heure,,6.2,Lente
CEA-12775,2048 | BSR | VSMPE | 8146 Drolet,8146 Drolet,,Montréal,H2P 2H5,Niveau 2,45.541976,-73.630114,1.0,par heure,sur rue,6.2,Lente
CEA-12774,2048 | BSR | VSMPE | 8146 Drolet,8146 Drolet,,Montréal,H2P 2H5,Niveau 2,45.541976,-73.630114,1.0,par heure,sur rue,6.2,Lente
